model,family,n,mae,rmse,r2,median_absolute_error,mean_bias,macro_mae,low_visibility_mae,ceiling_label_mae,within_1km,within_2km,balanced_regime_mae,feature_mode,pca_components,C,epsilon,alpha,weight_beta
fusion_weighted_ridge_pc3_a1000.0_b0.1,ridge,127,1.0227289415248335,1.5103473248007857,-0.10721194375215126,0.7204028896911989,-0.2015551206724761,2.7516436789359666,2.3900368627688393,0.7362453770737085,0.7716535433070866,0.9133858267716536,1.563141119921274,fusion,3.0,,,1000.0,0.1
image_svr_pc15_C1.0_e0.75,svr,127,1.0251049855418766,1.4658547593658093,-0.042939181508665936,0.7429168746688344,-0.23962375251351906,2.657861057980016,2.2881237102138545,0.7604724908487003,0.8818897637795275,0.9133858267716536,1.5242981005312775,image,15.0,1.0,0.75,,
fusion_svr_pc8_C3.0_e0.75,svr,127,1.0261817069382424,1.5021273410377793,-0.09519285717343062,0.7551852024130898,-0.23787296057485052,2.741540033839178,2.358967520526282,0.7469313459959865,0.6692913385826772,0.9133858267716536,1.5529494332611342,fusion,8.0,3.0,0.75,,
fusion_svr_pc15_C1.0_e0.75,svr,127,1.030101774127694,1.469261770979696,-0.04779291652611306,0.7453560896106577,-0.24420428188241144,2.6622297646560225,2.2888925945226095,0.7663551260449498,0.8740157480314961,0.9133858267716536,1.5276238602837797,fusion,15.0,1.0,0.75,,
fusion_weighted_ridge_pc10_a1.0_b0.1,ridge,127,1.0328621182783753,1.5471515631981563,-0.16183062921698244,0.7578087208090736,-0.25227184624256976,2.6940544097229373,2.2945735945149637,0.7685035232573758,0.6535433070866141,0.8818897637795275,1.5315385588861696,fusion,10.0,,,1.0,0.1
fusion_svr_pc1_C30.0_e1.0,svr,127,1.0329262205646974,1.5743912801635054,-0.20310200927993316,0.7489388184000934,-0.1907430944287978,2.8629315050375386,2.4361948588413997,0.7389080296876741,0.7007874015748031,0.8976377952755905,1.5875514442645369,fusion,1.0,30.0,1.0,,
fusion_weighted_ridge_pc10_a1000.0_b0.1,ridge,127,1.0333407657606184,1.524340985537097,-0.12782405762249804,0.7562807829323894,-0.23282987789969492,2.6995542663378185,2.351376067012362,0.7571809883554909,0.6929133858267716,0.9133858267716536,1.5542785276839264,fusion,10.0,,,1000.0,0.1
fusion_weighted_ridge_pc2_a100.0_b0.1,ridge,127,1.0334215001546467,1.5199855643663358,-0.12138831757633373,0.7459400235358622,-0.21142398021322303,2.67239354222823,2.3725837507400183,0.7528351238415211,0.7401574803149606,0.9133858267716536,1.5627094372907697,fusion,2.0,,,100.0,0.1
image_svr_pc2_C30.0_e1.0,svr,127,1.0339022890169347,1.4686877880488391,-0.04697441326636209,0.8738266897181273,-0.29342588101294903,2.7398451887734656,2.1734685243932526,0.7951360301761822,0.7165354330708661,0.9133858267716536,1.4843022772847174,image,2.0,30.0,1.0,,
fusion_svr_pc5_C10.0_e0.75,svr,127,1.034126755331209,1.616290268060143,-0.26798996526529084,0.6140021911729203,-0.1610366708556284,2.866357430938298,2.589310238004692,0.7082787875329555,0.7165354330708661,0.8818897637795275,1.648794512768824,fusion,5.0,10.0,0.75,,
fusion_svr_pc2_C30.0_e1.0,svr,127,1.03591374157815,1.5861997854513485,-0.22121709265160017,0.6993049594977716,-0.24970001506334374,2.8644494583177087,2.4489760214246887,0.739843549610304,0.6929133858267716,0.8503937007874016,1.5944097855174963,fusion,2.0,30.0,1.0,,
fusion_weighted_ridge_pc5_a1.0_b0.1,ridge,127,1.0369437303288702,1.514477893062678,-0.1132763346805703,0.7931388484213464,-0.26973075260447177,2.715462155005067,2.2954498246213606,0.7732567391437771,0.6299212598425197,0.889763779527559,1.534353281882569,fusion,5.0,,,1.0,0.1
fusion_weighted_ridge_pc3_a1.0_b0.1,ridge,127,1.0370020863872058,1.5060005655014712,-0.10084803239171003,0.7918419840204542,-0.25821202992646336,2.7166180191991867,2.284175166766293,0.7756896314506352,0.6377952755905512,0.8976377952755905,1.5299323991084641,fusion,3.0,,,1.0,0.1
image_svr_pc15_C10.0_e0.5,svr,127,1.0376019307374482,1.631481700103693,-0.29193752939345585,0.6735764943983966,-0.209150107627713,2.957322745631536,2.641879785529811,0.7014675230666675,0.6456692913385826,0.8503937007874016,1.671673654298239,image,15.0,10.0,0.5,,
fusion_weighted_ridge_pc5_a1000.0_b0.1,ridge,127,1.037693000986208,1.5174905777714944,-0.1177099240241315,0.7859326077730007,-0.2282702862516765,2.7468122805680775,2.3846263848988483,0.755478387214036,0.7401574803149606,0.9133858267716536,1.5700523860564422,fusion,5.0,,,1000.0,0.1
image_svr_pc10_C3.0_e0.75,svr,127,1.04217550702116,1.4977010717409969,-0.08874802892699507,0.7447410444342868,-0.25531764157356474,2.759438010498878,2.363138732417559,0.765402259795248,0.7007874015748031,0.9133858267716536,1.5642704961064033,image,10.0,3.0,0.75,,
fusion_weighted_ridge_pc8_a1000.0_b0.1,ridge,127,1.0426356181163619,1.516712003763243,-0.11656329857828984,0.7704325505516163,-0.24599991548097988,2.725620982315812,2.331242063482517,0.7726418867063105,0.7086614173228346,0.9133858267716536,1.551941975094414,fusion,8.0,,,1000.0,0.1
fusion_weighted_ridge_pc10_a10.0_b0.1,ridge,127,1.042892827975038,1.5471989419246694,-0.16190178824210788,0.751544564883698,-0.25875190431391026,2.6722077778601006,2.307528606345646,0.77792152203072,0.6535433070866141,0.889763779527559,1.5427250641881831,fusion,10.0,,,10.0,0.1
fusion_svr_pc8_C10.0_e0.5,svr,127,1.0434910018450545,1.6158991371594975,-0.26737635017559236,0.716570170707099,-0.21869847206666954,2.913399968001043,2.5461711130190854,0.7286437404562098,0.6220472440944882,0.8661417322834646,1.6374074267376475,fusion,8.0,10.0,0.5,,
fusion_weighted_ridge_pc10_a100.0_b0.1,ridge,127,1.0438992450004683,1.5442280614043684,-0.15744398102573598,0.7863655757221135,-0.25102991937221125,2.6945774282082695,2.3473737009632987,0.7707903113701613,0.6929133858267716,0.8976377952755905,1.5590820061667299,fusion,10.0,,,100.0,0.1
fusion_weighted_ridge_pc5_a10.0_b0.1,ridge,127,1.046263545514505,1.5284622959460996,-0.13393082316544613,0.7986434370852376,-0.27247036966485255,2.6859753520436094,2.3173064635462945,0.7799497912602256,0.6377952755905512,0.9133858267716536,1.54862812740326,fusion,5.0,,,10.0,0.1
image_svr_pc10_C30.0_e0.25,svr,127,1.0468205111800037,1.6091595493447755,-0.2568264570775389,0.5669941286342919,-0.2913525729753737,2.8098999373174895,2.3339359176000225,0.7771391879300947,0.6220472440944882,0.8188976377952756,1.5555375527650586,image,10.0,30.0,0.25,,
fusion_weighted_ridge_pc15_a100.0_b0.1,ridge,127,1.049464381218863,1.5942054932513918,-0.23357540879821226,0.7168182081497072,-0.2390871283673421,2.8277812814538077,2.468357496161324,0.7521724904690142,0.6299212598425197,0.889763779527559,1.6102649933151691,fusion,15.0,,,100.0,0.1
fusion_weighted_ridge_pc2_a10.0_b0.1,ridge,127,1.0495745910883059,1.5179842738621478,-0.11843730749530712,0.8130107173452839,-0.23547464050502565,2.660451360877248,2.349788493729013,0.7771488210112052,0.6692913385826772,0.9133858267716536,1.563468657370109,fusion,2.0,,,10.0,0.1
fusion_weighted_ridge_pc5_a100.0_b0.1,ridge,127,1.0501898285080666,1.5316387191523786,-0.1386487502414291,0.7792065044302863,-0.25582458815617115,2.734264755598614,2.3764459541273215,0.7723075926640325,0.6614173228346457,0.9133858267716536,1.574376773395677,fusion,5.0,,,100.0,0.1
fusion_weighted_ridge_pc3_a100.0_b0.1,ridge,127,1.0519023155889893,1.5432752383730892,-0.15601608436730974,0.7951450405940754,-0.2338708699744826,2.749593753611881,2.37530538127961,0.7746178637300023,0.7086614173228346,0.9133858267716536,1.5749616225048062,fusion,3.0,,,100.0,0.1
fusion_svr_pc10_C10.0_e0.5,svr,127,1.0555523428284936,1.5991638656514677,-0.24126078968441256,0.7516973542765282,-0.2524734591424859,2.8776586337168837,2.4607165770507664,0.7611369794676365,0.5748031496062992,0.8661417322834646,1.6109267782592014,fusion,10.0,10.0,0.5,,
fusion_weighted_ridge_pc2_a1.0_b0.1,ridge,127,1.055922795697221,1.5013354078839944,-0.09403837328792797,0.8560824773489877,-0.2650447983538542,2.68018940761629,2.306842445036132,0.7938253453595446,0.6141732283464567,0.905511811023622,1.5503338951978383,fusion,2.0,,,1.0,0.1
fusion_svr_pc10_C3.0_e0.75,svr,127,1.0587216853091603,1.5113581253762767,-0.10869444377608994,0.7931382006638295,-0.27040440825648154,2.769728661090513,2.372593160973722,0.7834343285032525,0.6771653543307087,0.9133858267716536,1.5780137447384872,fusion,10.0,3.0,0.75,,
fusion_weighted_ridge_pc3_a10.0_b0.1,ridge,127,1.0590719434224851,1.5364997275990222,-0.14588774778379632,0.8084399171596779,-0.25501657767381797,2.72091536439568,2.3340047057820046,0.791943174166205,0.6535433070866141,0.905511811023622,1.5629739399741047,fusion,3.0,,,10.0,0.1
fusion_weighted_ridge_pc15_a1.0_b0.1,ridge,127,1.0600804160982888,1.6081594002452833,-0.25526461914707665,0.6663201602654212,-0.24848273513716007,2.7698517152328805,2.406625422397267,0.7779471766832652,0.6141732283464567,0.8582677165354331,1.592286299540266,fusion,15.0,,,1.0,0.1
image_svr_pc8_C30.0_e0.25,svr,127,1.0639581453895215,1.6500430941544284,-0.3215015421754026,0.565017966199985,-0.2641108717414024,2.846351782225563,2.462859719457138,0.7708549584420206,0.6377952755905512,0.7952755905511811,1.6168573389495795,image,8.0,30.0,0.25,,
fusion_svr_pc5_C30.0_e0.75,svr,127,1.0659524189355942,1.7229643414538476,-0.4408861914075153,0.6320409135643299,-0.1833567108489446,3.0011260220279783,2.7020866798917216,0.723143335687644,0.6535433070866141,0.84251968503937,1.7126150077896827,fusion,5.0,30.0,0.75,,
fusion_svr_pc15_C10.0_e0.5,svr,127,1.0667136733299851,1.6567623950530261,-0.33228628616707234,0.7199687056794932,-0.23851239930203882,2.9636968649569653,2.6365039816890996,0.7378052277690278,0.6456692913385826,0.8503937007874016,1.6871546047290638,fusion,15.0,10.0,0.5,,
fusion_weighted_ridge_pc8_a100.0_b0.1,ridge,127,1.066860579679428,1.5386808258768014,-0.14914328717906877,0.781624367500589,-0.2824993429560538,2.729267310459708,2.3139432812744194,0.8055670612500012,0.6614173228346457,0.9133858267716536,1.5597551712622102,fusion,8.0,,,100.0,0.1
fusion_weighted_ridge_pc15_a10.0_b0.1,ridge,127,1.0692412034233236,1.6127748705596179,-0.26248026026959037,0.735063567061923,-0.2490981094586217,2.810084751762678,2.4638457373952645,0.7770383486863452,0.6377952755905512,0.8818897637795275,1.6204420430408049,fusion,15.0,,,10.0,0.1
image_svr_pc10_C30.0_e0.5,svr,127,1.0693458823168127,1.6209734797137374,-0.2753486292143801,0.7378521305066634,-0.3347859133424765,2.807381104321649,2.3174918407899074,0.8078295862557835,0.6062992125984252,0.8031496062992126,1.5626607135228454,image,10.0,30.0,0.5,,
fusion_weighted_ridge_pc8_a1.0_b0.1,ridge,127,1.06997291638779,1.5425721669250776,-0.1549630294788762,0.8145117331714804,-0.2959339127882208,2.7411486398684195,2.3022225127687785,0.8117872866698685,0.6614173228346457,0.8740157480314961,1.5570048997193235,fusion,8.0,,,1.0,0.1
fusion_svr_pc3_C30.0_e1.0,svr,127,1.070533117437695,1.60640843563142,-0.25253264198288683,0.7650364734549662,-0.3275472000899516,2.82618257791854,2.3479232949557463,0.8028894611958178,0.6141732283464567,0.8503937007874016,1.575406378075782,fusion,3.0,30.0,1.0,,
image_svr_pc15_C3.0_e0.75,svr,127,1.071428812044036,1.5306691834144202,-0.13720766464342837,0.7401642519338516,-0.27482422231395937,2.8119572114142155,2.449857579909527,0.7826151654436473,0.6929133858267716,0.9133858267716536,1.6162363726765872,image,15.0,3.0,0.75,,
fusion_weighted_ridge_pc8_a10.0_b0.1,ridge,127,1.07495421907419,1.5404625915605439,-0.15180620404581746,0.8201354597523096,-0.29849125763711276,2.711571358043964,2.3008143269730335,0.8181073393239563,0.6456692913385826,0.8818897637795275,1.559460833148495,fusion,8.0,,,10.0,0.1
fusion_svr_pc15_C3.0_e0.75,svr,127,1.0868250104357937,1.5416280011972434,-0.15354962035938202,0.7489104126855572,-0.2896329939494302,2.823082628182548,2.449109096730985,0.8013940590215634,0.6692913385826772,0.9133858267716536,1.6252515778762742,fusion,15.0,3.0,0.75,,
image_svr_pc15_C30.0_e0.25,svr,127,1.0870627908061699,1.7308151702371148,-0.4540471406912845,0.623366346017864,-0.27557901189925416,2.94556777649816,2.5893317444326938,0.7723016767129935,0.6535433070866141,0.8031496062992126,1.6808167105728438,image,15.0,30.0,0.25,,
fusion_svr_pc2_C10.0_e1.0,svr,127,1.093799135550849,1.51033494236405,-0.10719378908610655,0.8805161587027648,-0.3471011554341323,2.78683076880262,2.236588425508588,0.8543575700358941,0.7007874015748031,0.9133858267716536,1.545472997772241,fusion,2.0,10.0,1.0,,
image_svr_pc3_C10.0_e1.0,svr,127,1.09464818216958,1.501852939977124,-0.09479276508471002,0.8824343398195964,-0.3468513165642737,2.781964870179173,2.226858766885885,0.8574231072766401,0.6535433070866141,0.9133858267716536,1.5421409370812627,image,3.0,10.0,1.0,,
image_svr_pc10_C10.0_e0.75,svr,127,1.102126966724335,1.601456918812567,-0.24482304829687296,0.9484866207231146,-0.3458039423533858,2.8615811971352825,2.4067119580783616,0.8287853494882531,0.5511811023622047,0.8582677165354331,1.6177486537833072,image,10.0,10.0,0.75,,
image_svr_pc8_C10.0_e0.75,svr,127,1.1047499413305588,1.5970394971596718,-0.23796513761258598,0.8693056255185816,-0.3378127376915287,2.8523553660876604,2.433750586274869,0.8262926633422274,0.5590551181102362,0.8582677165354331,1.6300216248085482,image,8.0,10.0,0.75,,
image_svr_pc5_C30.0_e1.0,svr,127,1.1052841911813605,1.700890622735378,-0.40420292800487356,0.7394272882936477,-0.2525763141479235,2.9778309489640966,2.63195834388525,0.7854096068053069,0.6299212598425197,0.8661417322834646,1.7086839753452785,image,5.0,30.0,1.0,,
fusion_svr_pc3_C10.0_e1.0,svr,127,1.108602498540217,1.5445156575771395,-0.15787514461461694,0.8561401593831715,-0.3528039222875837,2.8040275010626052,2.2646834960031375,0.8663760038337004,0.6299212598425197,0.8976377952755905,1.5655297499184189,fusion,3.0,10.0,1.0,,
image_svr_pc10_C30.0_e0.75,svr,127,1.111360219989027,1.6288368353460558,-0.2877520943770602,0.8473839123154399,-0.4054279703649562,2.8133666760182976,2.311171899633953,0.8599711061586615,0.5590551181102362,0.8031496062992126,1.585571502896307,image,10.0,30.0,0.75,,
image_svr_pc8_C30.0_e0.5,svr,127,1.1117872732288352,1.6625082284798411,-0.3415433401104524,0.8443957087703282,-0.34964182216013057,2.8677955242981596,2.4235545253857524,0.8369408013483385,0.6299212598425197,0.7952755905511811,1.6302476633670455,image,8.0,30.0,0.5,,
fusion_svr_pc1_C10.0_e1.0,svr,127,1.1208690503665752,1.519621695238947,-0.12085148386159905,0.8911839694188952,-0.3541103396272523,2.743833225315196,2.2149831443498473,0.8916260973415086,0.7007874015748031,0.905511811023622,1.553304620845678,fusion,1.0,10.0,1.0,,
fusion_svr_pc10_C30.0_e0.25,svr,127,1.1228524161256876,1.6896959294950562,-0.3857797676057846,0.7367568015788244,-0.35480046966206935,2.853440499766631,2.3763979178825285,0.8602047871861588,0.6062992125984252,0.7795275590551181,1.6183013525343437,fusion,10.0,30.0,0.25,,
image_svr_pc5_C10.0_e1.0,svr,127,1.1272921794547868,1.6341305156724932,-0.29613602238890446,0.8335896064846331,-0.2879137249904952,2.8512507822858026,2.5354911800168765,0.8322409602893964,0.6141732283464567,0.8818897637795275,1.6838660701531365,image,5.0,10.0,1.0,,
image_svr_pc15_C10.0_e0.75,svr,127,1.1336731156386521,1.6625692449486622,-0.3416418150991507,0.8616635553298213,-0.34960642277263826,2.9506657241526244,2.573385337012784,0.8320191263983577,0.6062992125984252,0.8188976377952756,1.702702231705571,image,15.0,10.0,0.75,,
image_svr_pc2_C10.0_e1.0,svr,127,1.13486885343009,1.505505268141745,-0.10012405196932561,0.9568920040643931,-0.4050779368289914,2.745904760804089,2.1184750622519584,0.9287799334864604,0.7165354330708661,0.9133858267716536,1.5236274978692093,image,2.0,10.0,1.0,,
fusion_svr_pc8_C30.0_e0.25,svr,127,1.1373573609082797,1.7322481558792189,-0.4564558221678856,0.6991762441309941,-0.32962383824685143,2.8620475633599445,2.530913052026578,0.8453742637215886,0.6141732283464567,0.7874015748031497,1.6881436578740834,fusion,8.0,30.0,0.25,,
fusion_svr_pc10_C10.0_e0.75,svr,127,1.137435182734095,1.6282103627020121,-0.2867617111783214,0.9476777036765576,-0.38425646182485756,2.8643705345215693,2.3895229213168507,0.8750929898881842,0.5354330708661418,0.84251968503937,1.6323079556025175,fusion,10.0,10.0,0.75,,
fusion_svr_pc15_C30.0_e0.25,svr,127,1.1378829081053277,1.782644880746093,-0.5424346515511203,0.6674370073268499,-0.31766073709853127,2.972228654105363,2.6137233332726613,0.8286591999750295,0.6299212598425197,0.7716535433070866,1.7211912666238454,fusion,15.0,30.0,0.25,,
image_svr_pc15_C30.0_e0.5,svr,127,1.140940982530616,1.761675997150951,-0.5063613873652646,0.7399081561199541,-0.33081952058767095,2.974257126140324,2.6167637144095512,0.8317209815655061,0.6299212598425197,0.7952755905511811,1.7242423479875286,image,15.0,30.0,0.5,,
fusion_svr_pc10_C30.0_e0.5,svr,127,1.148204719191972,1.696672587902696,-0.3972470043318277,0.8352870840431592,-0.4082145783278765,2.8392245529984392,2.3333628582827655,0.8998858710015197,0.5905511811023622,0.7716535433070866,1.6166243646421425,fusion,10.0,30.0,0.5,,
fusion_svr_pc8_C10.0_e0.75,svr,127,1.1495160793668484,1.657635907149185,-0.33369152687364734,0.8833887848798625,-0.375884233869795,2.911292292725341,2.47877695503616,0.871004276845659,0.5590551181102362,0.8267716535433071,1.6748906159409094,fusion,8.0,10.0,0.75,,
image_svr_pc3_C3.0_e1.0,svr,127,1.1573003955668733,1.502347179717774,-0.09551344699788067,0.9640185930432175,-0.43271128995294433,2.618534135342174,2.1119896754558822,0.9572702607329862,0.6535433070866141,0.9133858267716536,1.5346299680944342,image,3.0,3.0,1.0,,
fusion_svr_pc2_C3.0_e1.0,svr,127,1.1573258504666486,1.509863963373403,-0.10650336778623348,0.9642275575994521,-0.43207546688637455,2.6689161196868505,2.1177467962550622,0.9560947951585995,0.7007874015748031,0.9133858267716536,1.536920795706831,fusion,2.0,3.0,1.0,,
image_svr_pc8_C3.0_e1.0,svr,127,1.1586694888393814,1.5352113367861036,-0.14396684634409151,0.9577042493856194,-0.42464177786476465,2.690583492046093,2.251621448102973,0.9296700307079625,0.5196850393700787,0.905511811023622,1.5906457394054678,image,8.0,3.0,1.0,,
fusion_svr_pc3_C3.0_e1.0,svr,127,1.1598155327263084,1.508794006193867,-0.10493568782961016,0.9519472633232375,-0.43385041179277,2.6260847838596497,2.120380759798347,0.9585542470540722,0.6299212598425197,0.9133858267716536,1.5394675034262095,fusion,3.0,3.0,1.0,,
image_svr_pc8_C30.0_e0.75,svr,127,1.1598633669825538,1.6661000565353055,-0.3473463769660874,0.9196874161602171,-0.4368134999676873,2.8705220646720986,2.4018730544079254,0.8996327658077142,0.5590551181102362,0.7874015748031497,1.6507529101078198,image,8.0,30.0,0.75,,
fusion_svr_pc1_C3.0_e1.0,svr,127,1.1629600921409518,1.5088186733317233,-0.10497181711382231,0.9647874354870822,-0.436872588104079,2.572652339735771,2.0962848621536705,0.9674063308049534,0.7007874015748031,0.9133858267716536,1.5318455964793118,fusion,1.0,3.0,1.0,,
fusion_svr_pc15_C10.0_e0.75,svr,127,1.1636017117032706,1.6845859616950387,-0.37741070868738613,0.8559171058020834,-0.3815766696025519,2.952949217777326,2.558813295812688,0.8712716655089165,0.5905511811023622,0.8188976377952756,1.7150424806608022,fusion,15.0,10.0,0.75,,
image_svr_pc1_C30.0_e1.0,svr,127,1.1656394617740098,1.502434452494712,-0.09564072953147518,0.9994383182402267,-0.45418448758761404,2.50790511305877,2.0535521873765195,0.9796006049811032,0.6771653543307087,0.9133858267716536,1.5165763961788112,image,1.0,30.0,1.0,,
fusion_weighted_ridge_pc2_a1000.0_b0.25,ridge,127,1.1666416771611257,1.543974575558468,-0.157064022140881,0.8847783031636531,-0.41415683922688545,2.61362470539418,2.2365030498329728,0.9424802466965485,0.6141732283464567,0.9133858267716536,1.5894916482647607,fusion,2.0,,,1000.0,0.25
image_svr_pc5_C3.0_e1.0,svr,127,1.1666830929611396,1.5427219627902453,-0.1551873523212013,0.9296253176629374,-0.40876472641253486,2.616686174877009,2.212918952382596,0.9474717700347388,0.6141732283464567,0.9133858267716536,1.5801953612086674,image,5.0,3.0,1.0,,
fusion_weighted_ridge_pc15_a1000.0_b0.25,ridge,127,1.1667011892865489,1.6186804345540518,-0.271742939704404,0.8847272346995645,-0.40279775657073774,2.779534251815877,2.3947143555994277,0.9094031925352789,0.5511811023622047,0.8740157480314961,1.6520587740673534,fusion,15.0,,,1000.0,0.25
image_svr_pc2_C3.0_e1.0,svr,127,1.1680454944385608,1.5108186365148168,-0.10790307402686339,0.9871375544394905,-0.4513389304147788,2.6015099813094906,2.072309439150306,0.9785806679275284,0.7165354330708661,0.9133858267716536,1.5254450535389172,image,2.0,3.0,1.0,,
image_svr_pc3_C1.0_e1.0,svr,127,1.1731527153300718,1.5071336281257608,-0.10250513533436223,0.987870397757181,-0.4592169449288471,2.5393273814126647,2.067572059356165,0.9857505670579375,0.6456692913385826,0.9133858267716536,1.5266613132070512,image,3.0,1.0,1.0,,
fusion_svr_pc2_C1.0_e1.0,svr,127,1.1731560292898433,1.5094917379411714,-0.10595786443557831,0.9877362017095237,-0.4589809513263204,2.556302631356512,2.0695736411948187,0.9853351963192767,0.7007874015748031,0.9133858267716536,1.5274544187570478,fusion,2.0,1.0,1.0,,
fusion_svr_pc3_C1.0_e1.0,svr,127,1.1739550367962364,1.5086221639741761,-0.10468401160652485,0.9841803765113841,-0.4595583394772312,2.542008544284664,2.070375965298729,0.986133508919524,0.6377952755905512,0.9133858267716536,1.5282547371091264,fusion,3.0,1.0,1.0,,
image_svr_pc8_C1.0_e1.0,svr,127,1.1741761287108348,1.5047179969487794,-0.09897378097378318,0.9742851398012071,-0.45705350076412093,2.5637410087048274,2.114163017599751,0.9772264948483953,0.5275590551181102,0.9133858267716536,1.5456947562240733,image,8.0,1.0,1.0,,
fusion_svr_pc1_C1.0_e1.0,svr,127,1.1750252972444135,1.5098347993583203,-0.10646062251906896,0.9887393187008993,-0.4606039390904635,2.523724391052969,2.0622599003804867,0.9891285232539982,0.7086614173228346,0.9133858267716536,1.5256942118172425,fusion,1.0,1.0,1.0,,
image_svr_pc1_C10.0_e1.0,svr,127,1.1750376745401199,1.5074979111749216,-0.10303816367684071,0.9996555265505886,-0.46523497042863443,2.5042822084293332,2.0487877120872553,0.9919662381016727,0.6692913385826772,0.9133858267716536,1.520376975094464,image,1.0,10.0,1.0,,
image_svr_pc5_C1.0_e1.0,svr,127,1.176241457673174,1.5179901109075973,-0.11844590887815443,0.9770485024855482,-0.4511990702539856,2.5387832268097186,2.101194548076979,0.9824417625409477,0.6141732283464567,0.9133858267716536,1.5418181553089634,image,5.0,1.0,1.0,,
image_svr_pc2_C1.0_e1.0,svr,127,1.1767644839224352,1.5107897133813437,-0.10786065500847775,0.9959248741587157,-0.46548547507855714,2.533492952912561,2.0542188477710153,0.9929169029255898,0.7007874015748031,0.9133858267716536,1.5235678753483026,image,2.0,1.0,1.0,,
image_svr_pc1_C3.0_e1.0,svr,127,1.1786982773027685,1.509916320215702,-0.10658010851015809,0.9997272829454431,-0.46938636528870326,2.5047831153160796,2.0473590590775563,0.9966931611213846,0.6377952755905512,0.9133858267716536,1.5220261100994705,image,1.0,3.0,1.0,,
fusion_svr_pc2_C0.3_e1.0,svr,127,1.1787050318783505,1.5104896603889826,-0.10742064156174269,0.9961844254831806,-0.4683892304513351,2.5169761722156543,2.0527111762574415,0.9955799349608266,0.7007874015748031,0.9133858267716536,1.5241455556091341,fusion,2.0,0.3,1.0,,
image_svr_pc3_C0.3_e1.0,svr,127,1.1787574162779932,1.509826708365629,-0.10644876381661161,0.9960349041902568,-0.4684994361292736,2.5117960470127123,2.052154532199224,0.9957599253230692,0.6299212598425197,0.9133858267716536,1.5239572287611467,image,3.0,0.3,1.0,,
fusion_svr_pc3_C0.3_e1.0,svr,127,1.1789905055662173,1.5102190495192027,-0.10702387854325623,0.9956088506401564,-0.4685855251456199,2.5126732095695807,2.0529918284751982,0.9958664188614782,0.6299212598425197,0.9133858267716536,1.5244291236683383,fusion,3.0,0.3,1.0,,
image_svr_pc8_C0.3_e1.0,svr,127,1.1790339081697592,1.5076161570726172,-0.1032112118147479,0.9924538483951473,-0.467839437197637,2.519117910123235,2.066048212678867,0.9931832919868985,0.5275590551181102,0.9133858267716536,1.5296157523328826,image,8.0,0.3,1.0,,
fusion_svr_pc1_C0.3_e1.0,svr,127,1.1791990487956516,1.5106060597041604,-0.10759132524710213,0.9963592783860005,-0.4688008746873272,2.5068861824831097,2.050524299961911,0.9966356628370066,0.7007874015748031,0.9133858267716536,1.5235799813994588,fusion,1.0,0.3,1.0,,
